doi,doi_agency_id,doi_agency_label
10.3807/copp.2018.2.1.047,kisti,KISTI
10.1016/1bbrc.2017.06.091,NA,NA
10.3866/pku.whxb201801021,crossref,Crossref
10.4193/rhino14.300,NA,NA
10.2377/0023-2076-63-116,medra,mEDRA
10.14471/2016.36.003,datacite,DataCite
10.3290/j.qi.a39509,medra,mEDRA
10.1021/acs.macromol.8600099,NA,NA
10.23736/s1973-9087.16.04530-5,medra,mEDRA
10.7498/aps.67.20171441,istic,ISTIC
10.2377/0023-2076-63-140,medra,mEDRA
10.1016/j.ahj.2076.03.024,NA,NA
10.3339/fnhum.2015.00147,NA,NA
10.17179/excli2018-1147,datacite,DataCite
10.3290/j.qi.a39958,medra,mEDRA
10.1016/j.jde.2018.01.0350022,NA,NA
10.19189/map.2017.omb.282,medra,mEDRA
10.3290/j.qi.a39947,medra,mEDRA
10.1253/circj-cj-10-0717,NA,NA
10.1021/acs.micromal.7b02665,NA,NA
10.3290/j.qi.a39960,medra,mEDRA
10.23736/s0026-4733.17.07486-7,medra,mEDRA
10.3339/fnins.2016.00145,NA,NA
10.23736/s0021-9509.17.10245-4,medra,mEDRA
10.5277/abb-00386-2015-02,datacite,DataCite
10.4436/jass.91003,medra,mEDRA
10.4193/rhino14.259,NA,NA
10.10164/j.jsbmb.2018.02.005,NA,NA
10.10164/j.applthermaleng.2018.02.013,NA,NA
10.1016/j.eneco.2017.12.03,NA,NA
10.12759/hsr.43.2018.1.168-209,datacite,DataCite
10.2527/jas2014-7752,NA,NA
10.23736/s0021-9509.17.10095-9,medra,mEDRA
10.1016/j.malmet.2017.11.010,NA,NA
10.1691/ph.2010.9749,medra,mEDRA
"10.5675/hywa_2018,2_3",NA,NA
10.1055/s-0042-105860,NA,NA
10.2376/0005-9366-123-293,medra,mEDRA
10.1094/mpmi-08-16-0164,NA,NA
10.12989/scs.2018.26.1.017,kisti,KISTI
10.3275/7877,medra,mEDRA
10.1371/jourral.pgen.1007272,NA,NA
"10.1016/j.quascirev.2017,09.007",NA,NA
10.4455/eu.2018.011,medra,mEDRA
10.3290/j.jad.a39961,medra,mEDRA
10.16632/oncotarget.8928,NA,NA
10.1063/1.5021776,crossref,Crossref
10.4455/eu.2018.018,medra,mEDRA
10.1017/51047951118000409,NA,NA
10.3339/fnhum.2016.00126,NA,NA
10.2143/tvf.79.4.3284702,medra,mEDRA
10.1393/ncr/i2017-10140-x,medra,mEDRA
10.1021/jm5006006b,NA,NA
10.1016/j.icarus.201710.015,NA,NA
10.14670/hh-11-797,medra,mEDRA
10.3389/fpsyd.2018.00404,NA,NA
10.19224/ai2017.180,medra,mEDRA
"10.3389/fpsyg.2018,00903",NA,NA
10.1364/0e.26.o12558,NA,NA
10.2377/0023-2076-62-373,NA,NA
10.3978/j.issn.2072-1439.2015.10.40,istic,ISTIC
10.1218/rmj-2018-48-2-551,NA,NA
10.23736/s0375-9393.17.11770-0,medra,mEDRA
10.3290/j.qi.a38706,medra,mEDRA
10.3275/8723,medra,mEDRA
10.3290/j.qi.a36384,medra,mEDRA
10.1016/j.sp1.2018.02.056,NA,NA
10.3290/j.qi.a39820,medra,mEDRA
10.3290/j.qi.a40050,medra,mEDRA
10.3290/j.qi.a40051,medra,mEDRA
10.1088/1748-02211131061p06002,NA,NA
"10.5675/hywa_2018,3_2",NA,NA
10.3847/1538-4357/aabtbe,NA,NA
10.1010/j.midw.2015.07.001,NA,NA
10.1353/imp2018.0010,NA,NA
10.1016/j.jpowsour.20.17.11.016,NA,NA
10.1115/3178539,NA,NA
10.1016/jjpsychores.2016.12.015,NA,NA
10.1164/rccm.201602-03540c,NA,NA
10.1691/ph.2016.5797,medra,mEDRA
10.1021/acschembio.7600504,NA,NA
10.1051/0004-6361/201732723-18,NA,NA
10.17179/excli2017-168,datacite,DataCite
10.1515/auto-2017-0128,NA,NA
10.3389/fpsyg.2075.02023,NA,NA
10.3969/j.issn.1673-5374.2012.26.008,istic,ISTIC
10.19224/ai2018.132,medra,mEDRA
10.16476/j.pibb.2017.0036,cnki,CNKI
"10.5675/hywa_2018,4_2",NA,NA
10.1098/rsos.180646;180646,NA,NA
10.1037/ap10000299,NA,NA
10.1691/ph.2018.7178,NA,NA
10.2376/0003-925x-61-91,medra,mEDRA
10.1103/physreva.98.013632;013632,NA,NA
10.23736/s0375-9393.16.11661-x,medra,mEDRA
10.1016/j.surfroat.2018.02.050,NA,NA
10.3290/j.jad.a36917,medra,mEDRA
10.1216/rmj-2018-48-3-789,NA,NA
10.23736/s0375-9393.17.12231-5,medra,mEDRA
10.1016/j.sbi.2014.91.002,NA,NA
10.3389/fobeh.2014.00426,NA,NA
10.1103/physreva.98.013423;013423,NA,NA
10.1007/s00112-018-0512-4,crossref,Crossref
10.1691/ph.2010.9665,medra,mEDRA
10.2376/0005-9366-124-78,medra,mEDRA
10.3290/j.jad.a22096,medra,mEDRA
10.1182/blood-2018-01-872485,NA,NA
10.1194/jlr.006759,NA,NA
"10.13001/1081-3810,1537-9582.3687",NA,NA
10.5073/jabfq.2018.091.032,datacite,DataCite
10.1097/jsc.0b013e31825c2bab,NA,NA
10.23638/lmcs-14(1:1)2018,datacite,DataCite
10.1016/j.jval.201710.015,NA,NA
10.3325/cmj.2010.51.243,NA,NA
10.1088/1751-8121/aacbdc;333001,NA,NA
10.2450/2017.0185-16,medra,mEDRA
10.7189/jogh.08.010407,crossref,Crossref
10.12759/hsr.43.2018.2.148-164,datacite,DataCite
10.1016/j.janxclis.2018.05.010,NA,NA
10.1021/acsbiomac.8b00362,NA,NA
10.12759/hsr.42.2017.4.43-74,datacite,DataCite
10.1177/2397002217745315,NA,NA
10.1136/bmjopen-2018-023877,NA,NA
10.3389/fmicb.2018.00967,crossref,Crossref
10.2313/ajpath.2010.090741,NA,NA
10.1016/j.elay.2018.04.036,NA,NA
10.2377/0023-2076-59-57,medra,mEDRA
10.1136/bmjopen-2017-021082,NA,NA
10.12759/hsr.43.2018.2.181-202,datacite,DataCite
10.12759/hsr.43.2018.2.253-276,datacite,DataCite
10.12759/hsr.43.2018.2.220-250,datacite,DataCite
10.2376/0005-9366-123-174,medra,mEDRA
10.2376/0005-9366-18005,medra,mEDRA
10.1016/j.bioce1.2010.10.014,NA,NA
"10.1016/j.neuropsychologia,2009.10.026",NA,NA
10.3339/fpsyg.2018.00309,NA,NA
10.2376/0005-9366-123-96,medra,mEDRA
10.2376/0005-9366-124-168,medra,mEDRA
10.1111/j.1/40-8/09.2010.00273.x,NA,NA
10.1358/dof.2010.35.5.1484389,NA,NA
10.1111/j.1/40-8/09.2010.00263.x,NA,NA
10.3399/fnhum.2016.00453,NA,NA
10.1164/rccm.200909-14150oc,NA,NA
10.2376/0005-9366-124-71,medra,mEDRA
10.2376/0005-9366-123-243,medra,mEDRA
10.2337/dc09-1932,NA,NA
10.1136/bmjopen-2017-020942,NA,NA
10.1172/jci144656,NA,NA
10.1111/j.1/40-8/09.2010.00261.x,NA,NA
10.2143/mus.131.1.3284838,medra,mEDRA
10.1002/mabi.202000086,NA,NA
10.1016/j.appees.2010.02.005,NA,NA
10.2376/0005-9366-123-160,medra,mEDRA
"10.1016/j.biocon.2011,02.013",NA,NA
10.2376/0005-9366-18003,medra,mEDRA
10.2379/cnp75016,NA,NA
10.2376/0003-925x-61-31,medra,mEDRA
10.2451/2010pm0020,medra,mEDRA
10.3724/sp.j.1037.2009.00577,NA,NA
10.1055/5-0030-1249876,NA,NA
10.2379/cn106385,medra,mEDRA
10.1111/j.1/40-8/09.2010.00269.x,NA,NA
10.1099/mic0.038992-0,NA,NA
10.2376/0005-9366-124-22,medra,mEDRA
10.1210/c.2010-1524,NA,NA
10.2376/0005-9366-17092,medra,mEDRA
10.3233/clo-2010-0511,medra,mEDRA
10.3906/tar-0908-311,crossref,Crossref
10.1021/ic902071rn,NA,NA
10.1371/journal.pone.019938,NA,NA
10.1016/j.ccr.2018.6.010,NA,NA
10.1691/ph.2010.0181,medra,mEDRA
10.2376/0005-9366-123-210,medra,mEDRA
10.1691/ph.2010.9762,medra,mEDRA
10.1016/hpb.2018.02.378,NA,NA
10.2376/0005-9366-17084,medra,mEDRA
10.5277/abb-01084-2018-02,datacite,DataCite
10.2310/7070.2010.090331,NA,NA
10.4193/rhino15.347,NA,NA
10.1093/ehjci/jer250,NA,NA
10.18869/acadpub.ijrr.16.2.169,NA,NA
10.17458/per.vol15.2017.wor.patientssilverrussell,medra,mEDRA
10.24425/118747,datacite,DataCite
10.2376/0005-9366-124-123,medra,mEDRA
10.3233/spe-2010-0411,medra,mEDRA
10.2376/0005-9366-17109,medra,mEDRA
10.5754/hge13472,NA,NA
10.1118/1.48860056,NA,NA
10.2376/0005-9366-123-198,medra,mEDRA
10.7900/jot.2017apr20.2173,NA,NA
10.2377/0023-2076-62-159,medra,mEDRA
10.1182/blood-2016-11749978,NA,NA
10.3978/j.issn.2218-676x.2014.01.04,istic,ISTIC
"10.1016/j.vph,2018.04.003",NA,NA
10.1051/0004-6361/201732604,NA,NA
10.2376/0005-9366-17095,medra,mEDRA
10.2376/0005-9366-17098,medra,mEDRA
10.1103/physreve.98.012217;012217,NA,NA
10.1227/neu.06013e3181ef25de,NA,NA
10.2376/0005-9366-123-251,medra,mEDRA
10.2376/0005-9366-123-286,medra,mEDRA
10.1111/igc.0b013e3181f7d6be,NA,NA
10.1016/j.phychsport.2018.03.007,NA,NA
10.1016/j.ijfoodmiciro.2009.10.010,NA,NA
10.3964/j.issn.1000-0593(2010)06-1643-04,istic,ISTIC
10.3748/wjg.v16.116.1970,NA,NA
10.1016/j.donb.2017.03.001,NA,NA
10.2376/0005-9366-123-488,medra,mEDRA
10.2376/0003-925x-62-6,medra,mEDRA
10.1213/ane.0b01301825801ca,NA,NA
10.4161/cc.10.14351,NA,NA
10.3964/j.issn.1000-0593(2010)12-3249-05,istic,ISTIC
10.2143/rtl.49.3.3285258,medra,mEDRA
10.3233/dma-2010-0669,medra,mEDRA
10.1021/1a100528n,NA,NA
10.2376/0003-925x-61-202,medra,mEDRA
10.1038/s41585018-0034-9,NA,NA
10.1103/physrevc.98.014913;014913,NA,NA
10.1103/physrevc.98.014328;014328,NA,NA
10.1103/physrevb.98.014436;014436,NA,NA
10.1691/ph.2018.8364,NA,NA
10.5194/amt-1-3397-2018,NA,NA
10.5423/ppj.oa.01.2018.0008,kisti,KISTI
10.1513/annalsats.201509-641kv,NA,NA
10.1691/ph.2013.6517,medra,mEDRA
10.1103/physrevb.98.014524;014524,NA,NA
10.5281/zenodo.1297165,datacite,DataCite
10.22452/mjcs.vol31no.3.1,NA,NA
10.1371/journal.pone.019998,NA,NA
10.1128/aac.02599-17;e02599-17,NA,NA
10.12892/ejgo3261.2016,medra,mEDRA
10.1140/epjb)/e2018-90108-7,NA,NA
10.2376/0005-9366-127-61,NA,NA
10.3389/fnce1.2014.00347,NA,NA
10.1080/15592324.2015.1010935,NA,NA
10.1016/j.learninsmc.2018.02.002,NA,NA
10.1080/15592324.2015.1010868,NA,NA
10.23736/s0022-4707.17.07828-8,medra,mEDRA
10.3290/j.qi.a40482,medra,mEDRA
10.23736/s0022-4707.17.08158-0,medra,mEDRA
10.2376/0005-9366-15083,medra,mEDRA
10.1002/ejic.207600235,NA,NA
10.1016/pss.2017.10.006,NA,NA
10.23736/s0022-4707.17.07373-x,medra,mEDRA
10.3978/j.issn.2072-1439.2014.03.30,istic,ISTIC
10.1080/15592324.2014.1003752,NA,NA
10.3390/en11061322,NA,NA
10.1691/ph.2017.6902,medra,mEDRA
10.1016/j.lithos2016.09.025,NA,NA
10.1016/j.mr12017.02.002,NA,NA
10.3290/j.qi.a36562,medra,mEDRA
10.14670/hh-11-988,medra,mEDRA
10.1016/j.brs.2018.02.01,NA,NA
10.1016/j.trecan.2017.11.00259,NA,NA
10.12989/gae.2018.15.2.805,kisti,KISTI
10.3290/j.qi.a32636,medra,mEDRA
10.5277/abb-00067-2014-03,datacite,DataCite
10.2376/0005-9366-125-32,medra,mEDRA
10.18148/srm/2017.v11i4.7214,datacite,DataCite
10.1016/j.jac1.2017.04.114,NA,NA
10.1111/dsu.0000000000000049,NA,NA
10.23638/lmcs-14(2:9)2018,datacite,DataCite
10.1691/ph.2014.4589,medra,mEDRA
10.1007/s00103-018-2744-9,crossref,Crossref
10.1344/geologicaacta2018.16.2.5,crossref,Crossref
10.23638/lmcs-14(2:1)2018,datacite,DataCite
10.3290/j.qi.a40469,medra,mEDRA
10.7717/peed.4644,NA,NA
10.1010/j.smim.2018.02.007,NA,NA
10.2143/ac.65.6.2059865,medra,mEDRA
10.3964/j.issn.1000-0593(2010)10-2762-05,istic,ISTIC
10.3760/cma.j.issn.0366-6999.2010.14.018,istic,ISTIC
10.1097/qad-0b013e328335cdea,NA,NA
10.3233/clo-2009-0500,medra,mEDRA
10.2376/0003-925x-62-20,medra,mEDRA
10.2376/0005-9366-17103,medra,mEDRA
10.3305/nh.2010.25.2.4460,medra,mEDRA
10.1691/ph.2010.0114,NA,NA
10.1021/pr9038578,NA,NA
10.1691/ph.2010.0546,medra,mEDRA
10.1016/j.inte11.2017.01.010,NA,NA
10.1358/dof.2010.35.3.1470166,NA,NA
10.1016/j.pediatmeurol.2009.07.012,NA,NA
10.1016/s1474-4422(10)70169-4,NA,NA
10.1021/acs.jpcc.5h12474,NA,NA
10.1309/aphgxd194sgacjp,NA,NA
10.1016/j.jtcvs.2010.08.003,crossref,Crossref
10.2376/0005-9366-123-83,medra,mEDRA
10.2376/0005-9366-17002,medra,mEDRA
10.3965/j.ijabe.20160901.1861,istic,ISTIC
10.1021/acs.org.lett.5b00172,NA,NA
10.3389/fpsyg.2010.00291,NA,NA
10.1016/j.jappgeo2015.02.019,NA,NA
10.2377/0023-2076-61-76,medra,mEDRA
10.5073/jabfq.2016.089.007,datacite,DataCite
10.3233/sav-2012-0700,medra,mEDRA
10.5073/jabfq.2016.089.002,datacite,DataCite
10.3748/wjg.v16.116.1986,NA,NA
10.3969/j.issn.0001-5733.2010.03.025,NA,NA
10.3339/fninf.2016.00031,NA,NA
10.1021/acs.est.6601565,NA,NA
10.4455/eu.2016.032,medra,mEDRA
10.1038/rep32028,NA,NA
10.1127/1438-9134/2014/001,NA,NA
10.3389/fnhum.2010.00407,NA,NA
10.1127/1438-9134/2014/024,NA,NA
10.3389/fnmol.2076.00065,NA,NA
10.1107/s205322961610792,NA,NA
10.1691/ph.2010.9375,medra,mEDRA
10.1016/j.expneuro1.2009.10.012,NA,NA
10.11646/zootaxa.4461.3.8,NA,NA
10.3791/54592(2016),NA,NA
10.3727/09068910x516655,NA,NA
10.4293/108680810x12783289144034,NA,NA
10.1016/j.band1.2010.01.006,NA,NA
10.1691/ph.2011.0114,medra,mEDRA
10.2376/0005-9366-17082,medra,mEDRA
10.1007/s11127.009.9579.8,NA,NA
10.1021/acs.nanotett.8b02811,NA,NA
10.3275/6884,medra,mEDRA
10.1691/ph.2010.9253,medra,mEDRA
10.2376/0003-925x-61-50,medra,mEDRA
10.2376/0005-9366-124-154,medra,mEDRA
10.3233/spe-2010-0434,medra,mEDRA
10.1691/ph.2010.9214,medra,mEDRA
10.2376/0005-9366-17055,medra,mEDRA
10.1688/1862-0000_zfp_2010_03_kaiser,medra,mEDRA
10.2376/0005-9366-123-339,medra,mEDRA
10.2376/0005-9366-123-256,medra,mEDRA
10.1684/ecn.2010.0187,NA,NA
10.1099/vir.0024380-0,NA,NA
10.1016/j.goodqual.2010.05.007,NA,NA
10.1691/ph.2010.9716,medra,mEDRA
10.3274/jl10-69-1-05,medra,mEDRA
10.1691/ph.2010.9709,medra,mEDRA
10.1055/s.0030-1262674,NA,NA
10.23638/lmcs-14(3:13)2018,datacite,DataCite
10.1016/inuclphysb.2010.04.020,NA,NA
10.3233/spe-2010-0451,medra,mEDRA
10.5414/cpp49083,NA,NA
10.3978/j.issn.2072-1439.2013.04.03,istic,ISTIC
10.1103/physrevmatorials.2.112001,NA,NA
10.1007/s00000-010-0625-6,NA,NA
10.2376/0005-9366-123-111,medra,mEDRA
10.2376/0005-9366-17106,medra,mEDRA
10.3964/j.issn.1000-0593(2010)08-2179-05,istic,ISTIC
10.2143/ac.65.4.2053903,medra,mEDRA
10.2376/0005-9366-123-11,medra,mEDRA
10.1103/physrevc.96.0.51601,NA,NA
10.4436/jass.93011,medra,mEDRA
10.1016/j.phymed.2010.06.18,NA,NA
10.4169/amer.math.monthly.123.08.825,NA,NA
10.3964/j.issn.1000-0593(2010)09-2508-04,istic,ISTIC
10.1103/physrevb.92.044905,NA,NA
10.1016/j.exphem.2010.07013,NA,NA
10.12854/erde-148-31,medra,mEDRA
10.3847/1538-4357aae838,NA,NA
10.1016/actpsy.2017.06.007,NA,NA
10.5414/cpp49088,NA,NA
10.3978/j.issn.2304-3881.2015.01.16,istic,ISTIC
10.1016/j.lithos2013.09.012,NA,NA
10.1344/geologicaacta2016.14.3.6,crossref,Crossref
10.1358/dof.2014.39.9.2177820,NA,NA
10.12989/scs.2018.27.3.255,kisti,KISTI
10.5281/zenodo.1481097,NA,NA
10.18148/srm/2017.v11i3.6733,datacite,DataCite
10.4103/nah.nah_7_18,NA,NA
10.3290/j.qi.a40777,medra,mEDRA
10.3389/fhins.2018.00914,NA,NA
10.23736/s0026-4733.17.07410-7,medra,mEDRA
"10.5675/hywa_2018,4_3",NA,NA
10.1016/j.quaint2018.02.037,NA,NA
10.19224/ai2018.587,medra,mEDRA
10.1097/hp.0b013e318289a611,NA,NA
10.1016/j.intell.2011.01.005,NA,NA
10.4454/jpp.v98i3.031,medra,mEDRA
10.1016/j.clinepi.2017.12.009,NA,NA
10.4244/eijv916a114,NA,NA
10.5754/hge.13504,NA,NA
10.1016/j.ecocnv.2018.08.061,NA,NA
10.17458/per.vol15.2018.ksh.mr.growthsocialenvironment,medra,mEDRA
10.1684/ejd.2010.1049,NA,NA
10.23818/limn.36.06,medra,mEDRA
10.2143/sdl.59.1.3259730,medra,mEDRA
10.4103/nah.nah_2_18,NA,NA
10.7352/ijsp.2015.46.608,medra,mEDRA
10.1108/ijccsm-07-2017-0160,NA,NA
10.1016/j.carpath.2018.04.00:5,NA,NA
10.5073/jabfq.2018.091.042,datacite,DataCite
10.1115/1.40408221,NA,NA
"10.5675/hywa_2018,6_6",NA,NA
10.23736/s0026-4946.16.04667-3,medra,mEDRA
"10.5675/hywa_2018,6_2",NA,NA
10.1016/j.jrurstud.2018.04.0o7,NA,NA
10.15252/emmm.2018097121,NA,NA
"10.5675/hywa_2018,6_3",NA,NA
10.1016/j.waters.2014.02.044,NA,NA
10.1212/wlm.0000000000006551,NA,NA
"10.5675/hywa_2018,6_1",NA,NA
10.18148/srm/2018.v12i3.7263,datacite,DataCite
10.1399/eps.2018.254,medra,mEDRA
10.24349/acarologia/20184263,datacite,DataCite
10.3290/j.jad.a38100,medra,mEDRA
10.19224/ai2017.672,medra,mEDRA
10.4244/eijv14i11a212,NA,NA
10.1080/08820139.2018.1480032,NA,NA
10.1093/ct/qty010,NA,NA
10.18148/srm/2018.v12i3.7230,datacite,DataCite
10.2376/0005-9366-127-399,medra,mEDRA
10.2451/2014pm0004,medra,mEDRA
10.3290/j.qi.a31802,medra,mEDRA
10.1021/ja50782381,NA,NA
10.1127/1438-9134/2014/005,NA,NA
10.2376/0005-9366-127-233,medra,mEDRA
10.2450/2013.0096-13,medra,mEDRA
10.3290/j.qi.a32567,medra,mEDRA
10.3290/j.jad.a33197,medra,mEDRA
10.3909/ricm0726,NA,NA
10.1021/je5004209,NA,NA
10.3220/lbf_2014_127-138,medra,mEDRA
10.2753/pke0160-3477370206,NA,NA
10.1399/eps.2014.35,medra,mEDRA
10.3933/applrheol-24-35478,datacite,DataCite
10.1016/j.eps1.2014.09.035,NA,NA
10.4049/jimmuno1.1400915,NA,NA
10.3220/lbf_2014_119-124,medra,mEDRA
10.2337/db13-0894/-/dc1,NA,NA
10.2376/0005-9366-127-339,NA,NA
10.4049/jimmuno1.1400329,NA,NA
10.4455/eu.2014.031,medra,mEDRA
10.4461/gfdq.2014.37.6,medra,mEDRA
10.5073/jabfq.2014.087.034,datacite,DataCite
10.1080/0098261x.2013.868286,NA,NA
10.1209/0295-5075/106,NA,NA
10.1016/j.eneco2014.08.010,NA,NA
10.4193/rhino14.001,NA,NA
10.2143/ac.69.4.3036662,medra,mEDRA
10.2376/0005-9366-127-99,medra,mEDRA
10.4467/16890027ap.14.017.1598,crossref,Crossref
10.4430/bgta0125,medra,mEDRA
10.2376/0005-9366-127-70,medra,mEDRA
10.2376/0005-9366-127-349,medra,mEDRA
10.1080/00167223.2014.878229,NA,NA
10.1051/0004-6361/2011184,NA,NA
10.1016/j.catena2013.08.003,NA,NA
10.1016/j.jcv.2014.02.012,NA,NA
10.1016/j.bbapap2013.07.018,NA,NA
10.2377/0023-2076-60-590,medra,mEDRA
10.1399/eps.2014.25,medra,mEDRA
10.1515/zaw20140002,NA,NA
10.1182/blood-2013-11537761,NA,NA
"10.5675/hywa_2015,6_6",NA,NA
"10.5675/hywa_2015,6_7",NA,NA
10.1021/acs.jpcc.5b08078,NA,NA
10.1515/fabula-2015-0019,NA,NA
10.3389/fols.2075.07700,NA,NA
10.3109/09513590.2015.1080682,NA,NA
10.1515/fabula-2015-0014,NA,NA
10.6119/jmst-015-0610-12,airiti,Airiti
10.1399/eps.2015.85,medra,mEDRA
10.2376/0003-925x-65-4,medra,mEDRA
10.4193/rhino15.010,NA,NA
10.4416/jcst2015-00051,medra,mEDRA
10.2376/0003-925x-64-118,NA,NA
"10.1016/j.soilbio.2015,09.020",NA,NA
10.2376/0003-925x-64-160,medra,mEDRA
10.3220/lbf1445430602000,medra,mEDRA
10.2376/0003-925x-64-50,medra,mEDRA
10.4193/rhino15.065,NA,NA
10.1021/pr1002466,NA,NA
10.1021/ol3013921,NA,NA
10.2376/0003-925x-64-55,medra,mEDRA
10.1007/811577-015-0346-1,NA,NA
10.2376/0003-925x-64-68,NA,NA
10.2376/0003-925x-64-96,medra,mEDRA
10.2376/0003-925x-64-84,medra,mEDRA
10.4416/jcst2015-00056,medra,mEDRA
10.2376/0003-925x-65-10,medra,mEDRA
10.4455/eu.2015.039,medra,mEDRA
10.1515/fabula-2015-0017,NA,NA
10.2376/0003-925x-65-72,medra,mEDRA
10.4455/eu.2015.040,medra,mEDRA
10.2376/0003-925x-65-60,medra,mEDRA
10.1016/j.chemgco.2015.11.018,NA,NA
10.1080/10789669.2013.801303,NA,NA
10.6119/jmst-015-0610-13,airiti,Airiti
10.6119/jmst-015-0610-5,airiti,Airiti
10.2376/0003-925x-64-109,medra,mEDRA
10.3339/fnbeh.2015.00339,NA,NA
10.2376/0003-925x-64-168,medra,mEDRA
10.2376/0003-925x-65-104,medra,mEDRA
10.3220/lbf1441893614000,medra,mEDRA
10.1016/j.brat2015.10.002,NA,NA
10.1080/13504851.2015.1076143,NA,NA
10.2376/0003-925x-65-78,medra,mEDRA
10.4416/jcst2015-00060,medra,mEDRA
10.3220/lbf1444639588000,medra,mEDRA
10.2376/0003-925x-64-36,medra,mEDRA
10.1515/phil-2015-0012,NA,NA
10.1691/ph.2016.5738,medra,mEDRA
10.2376/0003-925x-65-88,medra,mEDRA
10.2376/0003-925x-65-18,medra,mEDRA
10.2376/0003-925x-64-103,medra,mEDRA
10.3220/lbf1444216736000,medra,mEDRA
10.3389/fpls.2075.07789,NA,NA
10.1016/j.fluid2015.09.017,NA,NA
10.1515/fabula-2015-0016,NA,NA
10.2376/0003-925x-65-65,medra,mEDRA
10.4416/jcst2015-00042,medra,mEDRA
10.1021/acs.analchem504402,NA,NA
10.1021/acs.chembio.5b00669,NA,NA
10.1021/acs.chemneuro.5b00234,NA,NA
10.2376/0005-9366-129-28,medra,mEDRA
10.5073/jabfq.2015.088.043,datacite,DataCite
10.2376/0005-9366-129-72,medra,mEDRA
10.2376/0005-9366-129-82,medra,mEDRA
10.1007/jhep10(2010)85,NA,NA
10.2376/0005-9366-129-15,medra,mEDRA
10.4415/ann_15_03_07,medra,mEDRA
10.3897/zookeys.547.7134,NA,NA
10.4415/ann_15_03_06,medra,mEDRA
10.4193/rhino10.263,NA,NA
10.4415/ann_15_03_04,medra,mEDRA
10.2376/0005-9366-129-48,medra,mEDRA
10.3220/lbf1452867403000,medra,mEDRA
10.3220/lbf1449824686000,medra,mEDRA
10.1021/acs.molpharmaceut.51300733,NA,NA
10.3339/fnhum.2016.00010,NA,NA
10.2143/etl.91.1.3078148,medra,mEDRA
10.3220/lbf1446717620000,medra,mEDRA
10.1055/s-0031-1299064,NA,NA
10.3906/yer-1007-45,crossref,Crossref
10.3906/yer-1006-29,crossref,Crossref
10.5073/vitis.2016.55.23-30,datacite,DataCite
10.1515/iber-2015-0022,NA,NA
10.3389/fnins.7016.00014,NA,NA
10.3220/lbf1447765843000,medra,mEDRA
10.3906/yer-1004-45,crossref,Crossref
10.5073/jabfq.2015.088.046,datacite,DataCite
10.3220/lbf1447678999000,medra,mEDRA
10.2450/2015.0326-14,medra,mEDRA
10.3969/j.issn.1673-5374.2012.07.013,istic,ISTIC
10.3906/yer-1006-14,crossref,Crossref
10.3233/sav-2012-0717,medra,mEDRA
10.1039/c5cp060897,NA,NA
10.5705/ss.2010.177,NA,NA
10.1691/ph.2015.5078,medra,mEDRA
10.2376/0003-925x-67-4,medra,mEDRA
10.1399/eps.2015.116,medra,mEDRA
10.1055/5-0032-1327388,NA,NA
10.3233/sav-2012-0664,medra,mEDRA
10.1088/0031-9155/59/7,NA,NA
10.4404/hystrix-26.2-11476,NA,NA
10.1097/psy.06013e3182676d08,NA,NA
10.1024/0301-15626/a000199,NA,NA
10.1016/j.nima.2013.00.003,NA,NA
"10.1016/j.sigpro.2012,09.001",NA,NA
10.1016/j.sab2014.05.007,NA,NA
10.1159/000365823,crossref,Crossref
10.1358/dof.2015.040.09.2383047,NA,NA
10.3359/fpsyg.2010.00110,NA,NA
10.1016/j.gea.2015.12.014,NA,NA
10.1691/ph.2014.3188,medra,mEDRA
10.3359/fpsyg.2016.00055,NA,NA
10.1159/000403785,crossref,Crossref
10.1216/jie-2015-27-4-573,NA,NA
10.4149/km_2014_4_183,NA,NA
10.3978/j.issn.2218-676x.2015.03.01,istic,ISTIC
10.4319/lo.2014.59.02.0445,NA,NA
10.1691/ph.2015.5693,medra,mEDRA
10.1515/teme-2014.0403,NA,NA
10.3978/j.issn.2218.676x.2015.04.01,NA,NA
10.1688/zfp-2014-01-franke,medra,mEDRA
10.1016/j.scitotenv2014.04.063,NA,NA
10.3978/j.issn.2218-676x.2015.09.01,istic,ISTIC
10.1688/zfp-2014-01-wegge,medra,mEDRA
10.2143/lea.226.0.3032654,medra,mEDRA
10.2478/nuka-2014-01002,NA,NA
10.1038/nphoton.2014.2.19,NA,NA
10.3978/j.issn.2218-676x.2013.04.09,istic,ISTIC
10.3290/j.jad.a35517,medra,mEDRA
10.1080/00150193.2016.1120052,NA,NA
"10.5675/hywa_2016,1_1",NA,NA
10.1515/jpem-2014-0230,NA,NA
"10.5675/hywa_2016,1_4",NA,NA
10.1002/ente.201300318,NA,NA
"10.5675/hywa_2016,1_5",NA,NA
10.2143/etl.91.1.3078155,medra,mEDRA
"10.5675/hywa_2016,1_3",NA,NA
10.3305/nh.2014.30.5.7982,medra,mEDRA
10.4467/16890027ap.16.001.4042,crossref,Crossref
10.3978/j.issn.2218-676x.2013.05.02,istic,ISTIC
10.2377/0023-2076-59-539,medra,mEDRA
10.3290/j.jad.a35520,medra,mEDRA
10.1073/pnas.141666811,NA,NA
10.1101/gad.270587,NA,NA
10.3978/j.issn.2218-676x.2014.01.03,istic,ISTIC
10.1186/1468-6708-14-120,NA,NA
10.1145/2785956.270040,NA,NA
