domains,opendoar_inst,opendoar_other,opendoar_subject,other_repo
scielo.conicyt.cl,0,0,0,41
hal.univ-reunion.fr,0,0,0,40
iai.asm.org,0,0,0,40
jac.oxfordjournals.org,0,0,0,40
jnm.snmjournals.org,0,0,0,40
math.kit.edu,0,0,0,40
research.edgehill.ac.uk,0,0,0,40
cell.com,0,0,0,39
eprints.maths.manchester.ac.uk,0,0,0,39
cep.lse.ac.uk,0,0,0,38
epljournal.edpsciences.org,0,0,0,38
mbe.oxfordjournals.org,0,0,0,38
besjournals.onlinelibrary.wiley.com,0,0,0,37
ifw-dresden.de,0,0,0,36
bibliothek.wzb.eu,0,0,0,35
fasebj.org,0,0,0,35
ogst.ifpenergiesnouvelles.fr,0,0,0,35
citeseerx.ist.psu.edu,0,0,0,34
ejcts.oxfordjournals.org,0,0,0,34
hal-brgm.archives-ouvertes.fr,0,0,0,34
icesjms.oxfordjournals.org,0,0,0,34
mcponline.org,0,0,0,34
optimization-online.org,0,0,0,34
page.mi.fu-berlin.de,0,0,0,34
schizophreniabulletin.oxfordjournals.org,0,0,0,34
dmm.biologists.org,0,0,0,33
scan.oxfordjournals.org,0,0,0,33
accedacris.ulpgc.es,0,0,0,32
ecb.europa.eu,0,0,0,32
fpt.akt.tu-berlin.de,0,0,0,32
ftp.zew.de,0,0,0,32
hal-sde.archives-ouvertes.fr,0,0,0,32
num.math.uni-goettingen.de,0,0,0,32
muep.mau.se,0,0,0,31
dss.in.tum.de,0,0,0,30
giga-hamburg.de,0,0,0,30
purl.org,0,0,0,30
radioprotection.org,0,0,0,30
repositorio.inta.gob.ar,0,0,0,30
rmets.onlinelibrary.wiley.com,0,0,0,30
animalstudiesrepository.org,0,0,0,29
bgpe.de,0,0,0,29
fmbc.edu,0,0,0,29
sre.wu.ac.at,0,0,0,28
static-content.springer.com,0,0,0,28
wiwi.uni-muenster.de,0,0,0,28
bjo.bmj.com,0,0,0,27
ltu.diva-portal.org,0,0,0,27
cambridge.org,0,0,0,26
crema-research.ch,0,0,0,26
elsevier.com,0,0,0,26
hau.collections.crest.ac.uk,0,0,0,26
jov.arvojournals.org,0,0,0,26
mmnp-journal.org,0,0,0,26
oem.bmj.com,0,0,0,26
petrology.oxfordjournals.org,0,0,0,26
diabetes.diabetesjournals.org,0,0,0,25
doi.wiley.com,0,0,0,25
ma.utexas.edu,0,0,0,25
plosbiology.org,0,0,0,25
scholarworks.umt.edu,0,0,0,25
bio.psy.ruhr-uni-bochum.de,0,0,0,24
cvgmt.sns.it,0,0,0,24
ec.asm.org,0,0,0,24
econ.cam.ac.uk,0,0,0,24
h1.desy.de,0,0,0,24
iaaeg.de,0,0,0,24
iza.org,0,0,0,24
rome-net.org,0,0,0,24
uni-oldenburg.de,0,0,0,24
cream-migration.org,0,0,0,23
demogr.mpg.de,0,0,0,23
engrxiv.org,0,0,0,23
link.aps.org,0,0,0,23
mathematik.tu-darmstadt.de,0,0,0,23
nano.tu-dresden.de,0,0,0,23
ockenfels.uni-koeln.de,0,0,0,23
people.roma2.infn.it,0,0,0,23
ttp.physik.uni-karlsruhe.de,0,0,0,23
uclouvain.be,0,0,0,23
ajnr.org,0,0,0,22
atvb.ahajournals.org,0,0,0,22
brainmap.org,0,0,0,22
clincancerres.aacrjournals.org,0,0,0,22
fiw.ac.at,0,0,0,22
fn.bmj.com,0,0,0,22
gastrojournal.org,0,0,0,22
hyper.ahajournals.org,0,0,0,22
impactjournals.com,0,0,0,22
mpi-inf.mpg.de,0,0,0,22
repositorio.inesctec.pt,0,0,0,22
socialpolitik.ovgu.de,0,0,0,22
wider.unu.edu,0,0,0,22
atsjournals.org,0,0,0,21
c.cdc.gov,0,0,0,21
chemse.oxfordjournals.org,0,0,0,21
corescholar.libraries.wright.edu,0,0,0,21
degit.sam.sdu.dk,0,0,0,21
ieb.ub.edu,0,0,0,21
int-res.com,0,0,0,21
journals.cambridge.org,0,0,0,21
page.math.tu-berlin.de,0,0,0,21
wiwi.uni-siegen.de,0,0,0,21
advances.sciencemag.org,0,0,0,20
ajcn.nutrition.org,0,0,0,20
ecb.int,0,0,0,20
iaw.edu,0,0,0,20
jnis.bmj.com,0,0,0,20
jolissrch-inter.tokai-sc.jaea.go.jp,0,0,0,20
rationality-and-competition.de,0,0,0,20
theinf1.informatik.uni-jena.de,0,0,0,20
cardiovascres.oxfordjournals.org,0,0,0,19
digitalcommons.mtu.edu,0,0,0,19
jacionline.org,0,0,0,19
math.uni-bielefeld.de,0,0,0,19
math.uni-hamburg.de,0,0,0,19
ocean-sci-discuss.net,0,0,0,19
repec.business.uzh.ch,0,0,0,19
almob.org,0,0,0,18
downloads.hindawi.com,0,0,0,18
e-publications.org,0,0,0,18
ehp.niehs.nih.gov,0,0,0,18
nph.onlinelibrary.wiley.com,0,0,0,18
oncotarget.com,0,0,0,18
ti.cs.uni-magdeburg.de,0,0,0,18
uni-heidelberg.de,0,0,0,18
web.fb9.uni-osnabrueck.de,0,0,0,18
zs.thulb.uni-jena.de,0,0,0,18
actaphys.uj.edu.pl,0,0,0,17
ajplung.physiology.org,0,0,0,17
api.eurointervention.com,0,0,0,17
fww.ovgu.de,0,0,0,17
iti.uni-stuttgart.de,0,0,0,17
lirias.kuleuven.be,0,0,0,17
mathematik.uni-bielefeld.de,0,0,0,17
mathematik.uni-ulm.de,0,0,0,17
mbio.asm.org,0,0,0,17
phytokeys.pensoft.net,0,0,0,17
rid.unrn.edu.ar,0,0,0,17
static.sys.kth.se,0,0,0,17
vision.in.tum.de,0,0,0,17
.informatik.uni-erlangen.de,0,0,0,16
atnf.csiro.au,0,0,0,16
duepublico.uni-duisburg-essen.de,0,0,0,16
glycob.oxfordjournals.org,0,0,0,16
hal-univ-paris10.archives-ouvertes.fr,0,0,0,16
icvts.oxfordjournals.org,0,0,0,16
orbi.ulg.ac.be,0,0,0,16
planetary.brown.edu,0,0,0,16
psych.nyu.edu,0,0,0,16
psychologie.hu-berlin.de,0,0,0,16
ser.gwdg.de,0,0,0,16
.in.tum.de,0,0,0,15
ahajournals.org,0,0,0,15
astro.bas.bg,0,0,0,15
bib.dbvis.de,0,0,0,15
bjsm.bmj.com,0,0,0,15
cs.cmu.edu,0,0,0,15
dspace.lib.vutbr.cz,0,0,0,15
econtheory.org,0,0,0,15
esajournals.onlinelibrary.wiley.com,0,0,0,15
fkf.mpg.de,0,0,0,15
genepi.qimr.edu.au,0,0,0,15
home.mathematik.uni-freiburg.de,0,0,0,15
jasn.asnjournals.org,0,0,0,15
jrheum.org,0,0,0,15
math.uni-frankfurt.de,0,0,0,15
mathematik.uni-kl.de,0,0,0,15
mathematik.uni-marburg.de,0,0,0,15
natureconservation.pensoft.net,0,0,0,15
publications.edpsciences.org,0,0,0,15
resolver.sub.uni-goettingen.de,0,0,0,15
uni-ulm.de,0,0,0,15
aimsciences.org,0,0,0,14
anon-ftp.iza.org,0,0,0,14
bioinf.uni-freiburg.de,0,0,0,14
clim-past.net,0,0,0,14
dkfz.de,0,0,0,14
documents.worldbank.org,0,0,0,14
els-jbs-prod-cdn.literatumonline.com,0,0,0,14
esaim-ps.org,0,0,0,14
eurheartj.oxfordjournals.org,0,0,0,14
gvv.mpi-inf.mpg.de,0,0,0,14
hal-cnrs.archives-ouvertes.fr,0,0,0,14
hal.laas.fr,0,0,0,14
homepage.univie.ac.at,0,0,0,14
imf.org,0,0,0,14
iser.essex.ac.uk,0,0,0,14
math.rwth-aachen.de,0,0,0,14
media.economics.uconn.edu,0,0,0,14
mendling.com,0,0,0,14
net.t-labs.tu-berlin.de,0,0,0,14
pdg.lbl.gov,0,0,0,14
rd.springer.com,0,0,0,14
rsta.royalsocietypublishing.org,0,0,0,14
sciencemag.org,0,0,0,14
t2r2.star.titech.ac.jp,0,0,0,14
tse-fr.eu,0,0,0,14
york.ac.uk,0,0,0,14
bja.oxfordjournals.org,0,0,0,13
bmcgenomics.biomedcentral.com,0,0,0,13
cbe.anu.edu.au,0,0,0,13
cdm15738.contentdm.oclc.org,0,0,0,13
cirano.qc.ca,0,0,0,13
dgf2008.de,0,0,0,13
ecologyandsociety.org,0,0,0,13
gcu.elsevierpure.com,0,0,0,13
gt-crust.ru,0,0,0,13
hal-univ-perp.archives-ouvertes.fr,0,0,0,13
hal.grenoble-em.com,0,0,0,13
inf.fu-berlin.de,0,0,0,13
jem.rupress.org,0,0,0,13
journals.openedition.org,0,0,0,13
math.tau.ac.il,0,0,0,13
math.uiuc.edu,0,0,0,13
mathematik.hu-berlin.de,0,0,0,13
neuro-oncology.oxfordjournals.org,0,0,0,13
pcp.oxfordjournals.org,0,0,0,13
ppw.kuleuven.be,0,0,0,13
rupress.org,0,0,0,13
semantic-web-journal.net,0,0,0,13
stuff.mit.edu,0,0,0,13
tax.mpg.de,0,0,0,13
adc.bmj.com,0,0,0,12
app.pan.pl,0,0,0,12
avacs.org,0,0,0,12
bio.mq.edu.au,0,0,0,12
brera.inaf.it,0,0,0,12
cel.kit.edu,0,0,0,12
circres.ahajournals.org,0,0,0,12
dagliano.unimi.it,0,0,0,12
dtic.mil,0,0,0,12
fernuni-hagen.de,0,0,0,12
geosci-model-dev-discuss.net,0,0,0,12
github.com,0,0,0,12
hal-agrocampus-ouest.archives-ouvertes.fr,0,0,0,12
hzi.openrepository.com,0,0,0,12
ifn.se,0,0,0,12
informatik.uni-bremen.de,0,0,0,12
ir.sia.cn,0,0,0,12
jlps.gr.jp,0,0,0,12
journals.elsevier.com,0,0,0,12
journals.viamedica.pl,0,0,0,12
keppel.qimr.edu.au,0,0,0,12
lse.ac.uk,0,0,0,12
math.tu-berlin.de,0,0,0,12
math.uzh.ch,0,0,0,12
mcr.aacrjournals.org,0,0,0,12
mindrxiv.org,0,0,0,12
mycokeys.pensoft.net,0,0,0,12
physik.uni-augsburg.de,0,0,0,12
publish.fid-move.qucosa.de,0,0,0,12
r.uni.lu,0,0,0,12
rcea.org,0,0,0,12
revistas.ubiobio.cl,0,0,0,12
sdu.dk,0,0,0,12
sussex.ac.uk,0,0,0,12
vwl.unibe.ch,0,0,0,12
vwl2.wi.tu-darmstadt.de,0,0,0,12
wiso.uni-hamburg.de,0,0,0,12
.mpibpc.mpg.de,0,0,0,11
80,0,0,0,11
ath.uni-muenster.de,0,0,0,11
bloodjournal.hematologylibrary.org,0,0,0,11
cedarcreek.umn.edu,0,0,0,11
cer.ethz.ch,0,0,0,11
dokumente.ios-regensburg.de,0,0,0,11
econ.geo.uu.nl,0,0,0,11
economics.ox.ac.uk,0,0,0,11
economix.fr,0,0,0,11
ewi.uni-koeln.de,0,0,0,11
jcb.rupress.org,0,0,0,11
jn.physiology.org,0,0,0,11
mathematik.tu-dortmund.de,0,0,0,11
plantcell.org,0,0,0,11
pub.iaea.org,0,0,0,11
repository.exst.jaxa.jp,0,0,0,11
repository.icesi.edu.co,0,0,0,11
sce.carleton.ca,0,0,0,11
stami.brage.unit.no,0,0,0,11
stat.washington.edu,0,0,0,11
uni-bamberg.de,0,0,0,11
vwl.uni-oldenburg.de,0,0,0,11
warwick.ac.uk,0,0,0,11
worldscientific.com,0,0,0,11
ajpcell.physiology.org,0,0,0,10
avs.scitation.org,0,0,0,10
cs.arizona.edu,0,0,0,10
ddg.math.uni-goettingen.de,0,0,0,10
econ.ku.dk,0,0,0,10
ehes.org,0,0,0,10
graphics.rwth-aachen.de,0,0,0,10
i11iti.uni-karlsruhe.de,0,0,0,10
iaaeu.de,0,0,0,10
iphome.hhi.de,0,0,0,10
jamanetwork.com,0,0,0,10
jnnp.bmj.com,0,0,0,10
ksp.kit.edu,0,0,0,10
m17.ma.tum.de,0,0,0,10
math.ntnu.no,0,0,0,10
melbourneinstitute.unimelb.edu.au,0,0,0,10
mpikg.mpg.de,0,0,0,10
researchgate.net,0,0,0,10
ri.diva-portal.org,0,0,0,10
royalsocietypublishing.org,0,0,0,10
rspb.royalsocietypublishing.org,0,0,0,10
s3.amazonaws.com,0,0,0,10
scindeks-clanci.ceon.rs,0,0,0,10
swopec.hhs.se,0,0,0,10
tkn.tu-berlin.de,0,0,0,10
veterinaryrecord.bmj.com,0,0,0,10
wp.circle.lu.se,0,0,0,10
ww.uni-magdeburg.de,0,0,0,10
.thphy.uni-duesseldorf.de,0,0,0,9
ajp.psychiatryonline.org,0,0,0,9
alexandria.tue.nl,0,0,0,9
bmccancer.biomedcentral.com,0,0,0,9
bmjopen.bmj.com,0,0,0,9
data.math.au.dk,0,0,0,9
digital.kenyon.edu,0,0,0,9
e-collection.library.ethz.ch,0,0,0,9
earth-syst-dynam-discuss.net,0,0,0,9
econ-papers.upf.edu,0,0,0,9
econ.jku.at,0,0,0,9
erc.metu.edu.tr,0,0,0,9
femsre.oxfordjournals.org,0,0,0,9
frbsf.org,0,0,0,9
fsu.digital.flvc.org,0,0,0,9
geog.ucsb.edu,0,0,0,9
hced.uni-hamburg.de,0,0,0,9
humcap.uchicago.edu,0,0,0,9
idei.fr,0,0,0,9
imls.uzh.ch,0,0,0,9
informatik.hu-berlin.de,0,0,0,9
infosun.fim.uni-passau.de,0,0,0,9
iser.osaka-u.ac.jp,0,0,0,9
met.reading.ac.uk,0,0,0,9
mia.uni-saarland.de,0,0,0,9
norface-migration.org,0,0,0,9
ojs.openagrar.de,0,0,0,9
planck.caltech.edu,0,0,0,9
plospathogens.org,0,0,0,9
publications.ub.uni-mainz.de,0,0,0,9
repec.bdpems.de,0,0,0,9
ricam.oeaw.ac.at,0,0,0,9
ruhr-uni-bochum.de,0,0,0,9
sjweh.fi,0,0,0,9
spatialeconomics.ac.uk,0,0,0,9
tu-ilmenau.de,0,0,0,9
apidologie.org,0,0,0,8
bib.irb.hr,0,0,0,8
boeckler.de,0,0,0,8
cardoso-lab.org,0,0,0,8
cfr-cologne.de,0,0,0,8
clinchem.aaccjnls.org,0,0,0,8
conferences.sigcomm.org,0,0,0,8
cowles.yale.edu,0,0,0,8
dallasfed.org,0,0,0,8
downstate.edu,0,0,0,8
ecb.eu,0,0,0,8
euforea.eu,0,0,0,8
eurosurveillance.org,0,0,0,8
eva.mpg.de,0,0,0,8
experimental-psychology.de,0,0,0,8
fa.its.tudelft.nl,0,0,0,8
fil.ion.ucl.ac.uk,0,0,0,8
frontiersin.org,0,0,0,8
hbs.edu,0,0,0,8
i11ira.uka.de,0,0,0,8
ijnp.oxfordjournals.org,0,0,0,8
illc.uva.nl,0,0,0,8
imath.kiev.ua,0,0,0,8
in.bgu.ac.il,0,0,0,8
ipm.iwr.uni-heidelberg.de,0,0,0,8
ir.qibebt.ac.cn,0,0,0,8
journals.uchicago.edu,0,0,0,8
lat.inf.tu-dresden.de,0,0,0,8
limnology-journal.org,0,0,0,8
lsv.ens-cachan.fr,0,0,0,8
mat.univie.ac.at,0,0,0,8
math.winkert.de,0,0,0,8
matwbn.icm.edu.pl,0,0,0,8
mimuw.edu.pl,0,0,0,8
mpi-sws.org,0,0,0,8
mrt.kit.edu,0,0,0,8
nea.fr,0,0,0,8
parisschoolofeconomics.eu,0,0,0,8
physiology.org,0,0,0,8
portal.uni-freiburg.de,0,0,0,8
psychologie.uni-heidelberg.de,0,0,0,8
repec.iza.org,0,0,0,8
riksbank.se,0,0,0,8
russjcardiol.elpub.ru,0,0,0,8
s3-us-west-1.amazonaws.com,0,0,0,8
scholar.harvard.edu,0,0,0,8
sg.cs.uni-magdeburg.de,0,0,0,8
th.fhi-berlin.mpg.de,0,0,0,8
udspace.udel.edu,0,0,0,8
wijnholds.nl,0,0,0,8
@download,0,0,0,7
aasldpubs.onlinelibrary.wiley.com,0,0,0,7
afs-journal.org,0,0,0,7
ais.informatik.uni-freiburg.de,0,0,0,7
ashpublications.org,0,0,0,7
bmb.oxfordjournals.org,0,0,0,7
campar.in.tum.de,0,0,0,7
clim-past-discuss.net,0,0,0,7
cs.jhu.edu,0,0,0,7
cs.man.ac.uk,0,0,0,7
cvi.asm.org,0,0,0,7
domino.mpi-inf.mpg.de,0,0,0,7
dse.univr.it,0,0,0,7
eeecon.uibk.ac.at,0,0,0,7
emis.de,0,0,0,7
epjap.org,0,0,0,7
external-apps.qut.edu.au,0,0,0,7
foss-rec.net,0,0,0,7
genome.cshlp.org,0,0,0,7
graphics.stanford.edu,0,0,0,7
hicn.org,0,0,0,7
hummedia.manchester.ac.uk,0,0,0,7
ias.informatik.tu-darmstadt.de,0,0,0,7
ias.tu-darmstadt.de,0,0,0,7
ieee.org,0,0,0,7
informatik.uni-freiburg.de,0,0,0,7
informatik.uni-leipzig.de,0,0,0,7
intermag.mat.ethz.ch,0,0,0,7
irisa.fr,0,0,0,7
jeos.org,0,0,0,7
labornrn.at,0,0,0,7
math.tu-dresden.de,0,0,0,7
math.unipd.it,0,0,0,7
mathematik.uni-regensburg.de,0,0,0,7
meiss.com,0,0,0,7
mnrasl.oxfordjournals.org,0,0,0,7
mollus.oxfordjournals.org,0,0,0,7
mpipz.mpg.de,0,0,0,7
naweb.iaea.org,0,0,0,7
oenb.at,0,0,0,7
ojs.macsur.eu,0,0,0,7
peds.oxfordjournals.org,0,0,0,7
people.exeter.ac.uk,0,0,0,7
psychologie.uni-freiburg.de,0,0,0,7
pubs.geoscienceworld.org,0,0,0,7
renyi.hu,0,0,0,7
ri.cmu.edu,0,0,0,7
sites.uclouvain.be,0,0,0,7
skylla.wz-berlin.de,0,0,0,7
stemcellsjournals.onlinelibrary.wiley.com,0,0,0,7
sticerd.lse.ac.uk,0,0,0,7
surfsharekit.nl,0,0,0,7
thejns.org,0,0,0,7
thema.u-cergy.fr,0,0,0,7
theorie.ikp.physik.tu-darmstadt.de,0,0,0,7
toxsci.oxfordjournals.org,0,0,0,7
uni-hohenheim.de,0,0,0,7
web.mit.edu,0,0,0,7
weitzlab.seas.harvard.edu,0,0,0,7
zib.de,0,0,0,7
.gwu.edu,0,0,0,6
ajpendo.physiology.org,0,0,0,6
ajprenal.physiology.org,0,0,0,6
annonc.oxfordjournals.org,0,0,0,6
aquaticinvasions.net,0,0,0,6
archneur.jamanetwork.com,0,0,0,6
bde.es,0,0,0,6
biomedgerontology.oxfordjournals.org,0,0,0,6
bmcmedicine.biomedcentral.com,0,0,0,6
cama.crawford.anu.edu.au,0,0,0,6
campus.unibo.it,0,0,0,6
cb.cityu.edu.hk,0,0,0,6
ccp2010.no,0,0,0,6
cepii.fr,0,0,0,6
cerge-ei.cz,0,0,0,6
cg.ibds.kit.edu,0,0,0,6
chibi.ubc.ca,0,0,0,6
circep.ahajournals.org,0,0,0,6
circgenetics.ahajournals.org,0,0,0,6
cs.bme.hu,0,0,0,6
cs.rug.nl,0,0,0,6
cs.uu.nl,0,0,0,6
cs.vu.nl,0,0,0,6
dynamics.mi.fu-berlin.de,0,0,0,6
ecineq.org,0,0,0,6
ecomod.net,0,0,0,6
econ.ed.ac.uk,0,0,0,6
eil.stanford.edu,0,0,0,6
ep2-bayreuth.de,0,0,0,6
epigeneticsandchromatin.biomedcentral.com,0,0,0,6
evolution.unibas.ch,0,0,0,6
excen.gsu.edu,0,0,0,6
febs.onlinelibrary.wiley.com,0,0,0,6
femsec.oxfordjournals.org,0,0,0,6
ged.rwth-aachen.de,0,0,0,6
hal-ens.archives-ouvertes.fr,0,0,0,6
hks.harvard.edu,0,0,0,6
homepages.inf.ed.ac.uk,0,0,0,6
homepages.warwick.ac.uk,0,0,0,6
hydrol-earth-syst-sci.net,0,0,0,6
iaee.org,0,0,0,6
ibs.kit.edu,0,0,0,6
ifa.hawaii.edu,0,0,0,6
ii.uib.no,0,0,0,6
ijbs.com,0,0,0,6
ijcai.org,0,0,0,6
info-centre.jenage.de,0,0,0,6
informatik.uni-augsburg.de,0,0,0,6
iovs.arvojournals.org,0,0,0,6
itp.tu-berlin.de,0,0,0,6
jama.jamanetwork.com,0,0,0,6
ki-net.umd.edu,0,0,0,6
kidney-international.org,0,0,0,6
kirchkamp.de,0,0,0,6
kmae-journal.org,0,0,0,6
lix.polytechnique.fr,0,0,0,6
math.ucsd.edu,0,0,0,6
mathe.tu-freiberg.de,0,0,0,6
matthias-hoelzl.org,0,0,0,6
med.uio.no,0,0,0,6
methexp.uni-koeln.de,0,0,0,6
minet.uni-jena.de,0,0,0,6
mp.pl,0,0,0,6
mpi-magdeburg.mpg.de,0,0,0,6
mpi-sb.mpg.de,0,0,0,6
nbb.be,0,0,0,6
people.bath.ac.uk,0,0,0,6
physics.gatech.edu,0,0,0,6
plankt.oxfordjournals.org,0,0,0,6
ploscompbiol.org,0,0,0,6
plutao.sid.inpe.br,0,0,0,6
portlandpress.com,0,0,0,6
qmul.ac.uk,0,0,0,6
ra.cs.uni-tuebingen.de,0,0,0,6
repec.dems.unimib.it,0,0,0,6
research.stlouisfed.org,0,0,0,6
ricerca.mat.uniroma3.it,0,0,0,6
rspa.royalsocietypublishing.org,0,0,0,6
rstb.royalsocietypublishing.org,0,0,0,6
siepr.stanford.edu,0,0,0,6
socresonline.org.uk,0,0,0,6
staff.ncl.ac.uk,0,0,0,6
stanford.edu,0,0,0,6
stat.physik.uni-potsdam.de,0,0,0,6
static.esmt.org,0,0,0,6
theo1.physik.uni-stuttgart.de,0,0,0,6
unive.it,0,0,0,6
vet.sagepub.com,0,0,0,6
wds.worldbank.org,0,0,0,6
zardoz.nilu.no,0,0,0,6
.nd.edu,0,0,0,5
adsabs.harvard.edu,0,0,0,5
ag.jku.at,0,0,0,5
ajpheart.physiology.org,0,0,0,5
akademiai.com,0,0,0,5
alcalc.oxfordjournals.org,0,0,0,5
annhyg.oxfordjournals.org,0,0,0,5
biogeosciences-discuss.net,0,0,0,5
bmcinfectdis.biomedcentral.com,0,0,0,5
bmcpsychiatry.biomedcentral.com,0,0,0,5
carcin.oxfordjournals.org,0,0,0,5
care.diabetesjournals.org,0,0,0,5
circimaging.ahajournals.org,0,0,0,5
crest.science,0,0,0,5
cs.tau.ac.il,0,0,0,5
cscamm.umd.edu,0,0,0,5
csef.it,0,0,0,5
cshperspectives.cshlp.org,0,0,0,5
dcs.warwick.ac.uk,0,0,0,5
dendritics.net,0,0,0,5
digitalcollections.dordt.edu,0,0,0,5
dklevine.com,0,0,0,5
doc.ic.ac.uk,0,0,0,5
dspace.cam.ac.uk,0,0,0,5
eccc.hpi-web.de,0,0,0,5
econbiz.de,0,0,0,5
eso.org,0,0,0,5
ethz.ch,0,0,0,5
eurpub.oxfordjournals.org,0,0,0,5
exhibit.xavier.edu,0,0,0,5
fabricedefever.com,0,0,0,5
fim-rc.de,0,0,0,5
geosci.uchicago.edu,0,0,0,5
graphics.cs.ucdavis.edu,0,0,0,5
gredeg.cnrs.fr,0,0,0,5
hal-enac.archives-ouvertes.fr,0,0,0,5
hamilton.ie,0,0,0,5
hkimr.org,0,0,0,5
homepages.see.leeds.ac.uk,0,0,0,5
ian.math.uni-magdeburg.de,0,0,0,5
ifau.se,0,0,0,5
ifs.org.uk,0,0,0,5
ihs.ac.at,0,0,0,5
indico.cern.ch,0,0,0,5
intechopen.com,0,0,0,5
intmedpress.com,0,0,0,5
irm.mathematik.hu-berlin.de,0,0,0,5
jcp.bmj.com,0,0,0,5
jme.bmj.com,0,0,0,5
jpepsy.oxfordjournals.org,0,0,0,5
koziolek.de,0,0,0,5
links.lww.com,0,0,0,5
mantleplumes.org,0,0,0,5
marxiv.org,0,0,0,5
math.mit.edu,0,0,0,5
math.uaic.ro,0,0,0,5
math.unt.edu,0,0,0,5
mathe2.uni-bayreuth.de,0,0,0,5
mathematik.uni-dortmund.de,0,0,0,5
medecinesciences.org,0,0,0,5
merl.com,0,0,0,5
napier-surface.worktribe.com,0,0,0,5
ndt.net,0,0,0,5
nnr.sagepub.com,0,0,0,5
ntno.org,0,0,0,5
pareto.uab.es,0,0,0,5
porto.polito.it,0,0,0,5
pv.cecs.anu.edu.au,0,0,0,5
reh.math.uni-duesseldorf.de,0,0,0,5
repec.dss.ucdavis.edu,0,0,0,5
resources.mpi-inf.mpg.de,0,0,0,5
rnajournal.cshlp.org,0,0,0,5
rsbl.royalsocietypublishing.org,0,0,0,5
schoenball.de,0,0,0,5
sci.sdsu.edu,0,0,0,5
socialecology.uci.edu,0,0,0,5
sop.inria.fr,0,0,0,5
spandidos-publications.com,0,0,0,5
sph.umich.edu,0,0,0,5
stochastik.math.uni-goettingen.de,0,0,0,5
stuut.tv,0,0,0,5
subs.emis.de,0,0,0,5
tks.informatik.uni-frankfurt.de,0,0,0,5
tpx.sagepub.com,0,0,0,5
u.arizona.edu,0,0,0,5
ufz.de,0,0,0,5
victoralvarez.net,0,0,0,5
wiwi.uni-augsburg.de,0,0,0,5
zse.pensoft.net,0,0,0,5
.cs.umu.se,0,0,0,4
.euro-fusion.org,0,0,0,4
.fee.uva.nl,0,0,0,4
.mpip-mainz.mpg.de,0,0,0,4
.stat.ncsu.edu,0,0,0,4
128.84.21.199,0,0,0,4
155.185.68.2,0,0,0,4
albany.edu,0,0,0,4
ausy.informatik.tu-darmstadt.de,0,0,0,4
ausy.tu-darmstadt.de,0,0,0,4
automata.rwth-aachen.de,0,0,0,4
barcelonagse.eu,0,0,0,4
beta-umr7522.fr,0,0,0,4
bjm.scs.illinois.edu,0,0,0,4
bodden.de,0,0,0,4
bpmcenter.org,0,0,0,4
bportugal.pt,0,0,0,4
brainvitge.org,0,0,0,4
bristol.ac.uk,0,0,0,4
bromine.cchem.berkeley.edu,0,0,0,4
cancerdiscovery.aacrjournals.org,0,0,0,4
ccs-labs.org,0,0,0,4
cemmap.ifs.org.uk,0,0,0,4
centreformacroeconomics.ac.uk,0,0,0,4
cgi.di.uoa.gr,0,0,0,4
circheartfailure.ahajournals.org,0,0,0,4
collections.unu.edu,0,0,0,4
conbio.onlinelibrary.wiley.com,0,0,0,4
coss.fsu.edu,0,0,0,4
crese.univ-fcomte.fr,0,0,0,4
cs.bham.ac.uk,0,0,0,4
cs.lnu.se,0,0,0,4
cs.ox.ac.uk,0,0,0,4
cs.toronto.edu,0,0,0,4
cs.utexas.edu,0,0,0,4
cseweb.ucsd.edu,0,0,0,4
decapoda.nhm.org,0,0,0,4
diagnosticpathology.eu,0,0,0,4
docs.autismresearchcentre.com,0,0,0,4
dspace.uvic.cat,0,0,0,4
dt.tesoro.it,0,0,0,4
e-collection.ethbib.ethz.ch,0,0,0,4
ec.europa.eu,0,0,0,4
econ.korea.ac.kr,0,0,0,4
econrsa.org,0,0,0,4
ecpol.vwl.uni-muenchen.de,0,0,0,4
efmaefm.org,0,0,0,4
elifesciences.org,0,0,0,4
eprints.uni-kiel.de,0,0,0,4
esr.oxfordjournals.org,0,0,0,4
est.unito.it,0,0,0,4
eu.spb.ru,0,0,0,4
faculty.eas.ualberta.ca,0,0,0,4
fampra.oxfordjournals.org,0,0,0,4
federalreserve.gov,0,0,0,4
files.is.tue.mpg.de,0,0,0,4
forestpathology.cfans.umn.edu,0,0,0,4
gatsby.ucl.ac.uk,0,0,0,4
generegulation.info,0,0,0,4
genesdev.cshlp.org,0,0,0,4
genie.weizmann.ac.il,0,0,0,4
geomorphology.sese.asu.edu,0,0,0,4
gsd.uwaterloo.ca,0,0,0,4
hal-ensta.archives-ouvertes.fr,0,0,0,4
hal-univ-avignon.archives-ouvertes.fr,0,0,0,4
hal.univ-cotedazur.fr,0,0,0,4
hal.univ-lyon2.fr,0,0,0,4
hal.utc.fr,0,0,0,4
hec.unil.ch,0,0,0,4
heterocycles.jp,0,0,0,4
hse.ru,0,0,0,4
i3.psychologie.uni-wuerzburg.de,0,0,0,4
ida.liu.se,0,0,0,4
ies.keio.ac.jp,0,0,0,4
iis.sinica.edu.tw,0,0,0,4
impulse.mlz-garching.de,0,0,0,4
intimm.oxfordjournals.org,0,0,0,4
intqhc.oxfordjournals.org,0,0,0,4
iri.upc.edu,0,0,0,4
